,used_feature,train_accuracy,test_accuracy,train_f1,test_f1
14,"['총상환대출비율', '총상환원금', '총상환이자', '대출기간']",0.962267547321342,0.9035889341197972,0.9624793411020003,0.9033362871195344
10,"['총상환대출비율', '총상환원금', '총상환이자']",0.958515072210914,0.8964027581623328,0.9591542604789542,0.8963821980341363
6,"['총상환대출비율', '대출기간']",0.9406111964995362,0.894450444462906,0.9408730667418397,0.8943660990461095
11,"['총상환대출비율', '총상환원금', '대출기간']",0.9507470333291793,0.8841904128935781,0.9509770041559121,0.8839874742333836
12,"['총상환대출비율', '총상환이자', '대출기간']",0.9437267201152051,0.8824042535515494,0.9440227762594772,0.8821477049237625
0,['총상환대출비율'],0.9270967473933452,0.8812827116391128,0.9276833526014406,0.8813778220245968
4,"['총상환대출비율', '총상환원금']",0.9400573256345283,0.8736396111988037,0.9406619205639226,0.873594466068554
13,"['총상환원금', '총상환이자', '대출기간']",0.9458868164887356,0.872185760571571,0.9460993423500391,0.8716017058412284
5,"['총상환대출비율', '총상환이자']",0.9360971489497224,0.8705657555869403,0.9367603442843949,0.8707305089756728
7,"['총상환원금', '총상환이자']",0.9246320220440605,0.8401595081831021,0.925176767055079,0.8395731843912109
8,"['총상환원금', '대출기간']",0.8050928426037469,0.7061144803522472,0.8020876179769345,0.6963657149815827
1,['총상환원금'],0.7823149032803002,0.6890836587189499,0.7783459246524936,0.678543510255516
9,"['총상환이자', '대출기간']",0.6866614048934491,0.5588601811082495,0.6791571689381694,0.5413497526705471
2,['총상환이자'],0.6668466746977942,0.5452355238016117,0.6579753700269403,0.5256910170940542
3,['대출기간'],0.34964483030781374,0.3456010633878874,0.25073574220234995,0.247669972631577
